pop,crimes,unem,police,pcinc,west,nrtheast,south,year,area,d87,popden,crmrte,polarea,lawexpc,polpc,lpop,lpolice,lpcinc,llawexpc,lpopden,lcrimes,larea,lcrmrte,clcrimes,clpop,clcrmrte,lpolpc,clpolpc,cllawexp,cunem,clpopden,lcrmrt_1,ccrmrte,randnum
122768,16806,13.8999996185303,186,6411,1,0,0,82,55.2999992370606,0,2220.03588867188,136.892303466797,3.36347198486328,761.760009765625,1.51505303382874,11.7180500030518,5.22574710845947,8.76577091217041,6.63563203811646,7.7052788734436,9.72949123382568,4.01277303695679,4.9191951751709,,,,0.415450304746628,,,,,,,0.799204409122467
142124,15931,5.69999980926514,232,8876,1,0,0,87,55.2999992370606,1,2570.05395507813,112.092300415039,4.19529819488525,1059.31994628906,1.63237702846527,11.8644599914551,5.44673681259155,9.09110641479492,6.96538305282593,7.85168218612671,9.67602252960205,4.01277303695679,4.71932220458984,-0.0534687004983425,0.146403297781944,-0.199872493743896,0.490037500858307,0.0745872035622597,0.329751014709473,-8.19999980926514,0.146403297781944,4.9191951751709,-24.8000907897949,0.281725406646729
919113,65545,9.30000019073486,1395,8016,1,0,0,82,329,0,2793.65600585938,71.3133163452149,4.24012088775635,608.440002441406,1.51776802539825,13.7311601638794,7.24065017700195,8.98919486999512,6.41089820861816,7.93510723114014,11.0904903411865,5.796058177948,4.26708316802979,,,,0.417240589857101,,,,,,,0.17462569475174
1040851,88227,5.40000009536743,1674,11766,1,0,0,87,329,1,3163.68090820313,84.7642974853516,5.0881462097168,793.599975585938,1.60829901695251,13.8555498123169,7.42297077178955,9.37296962738037,6.67657899856567,8.05949115753174,11.3876695632935,5.796058177948,4.43987512588501,0.297176390886307,0.12438490241766,0.172791495919228,0.47517728805542,0.0579366981983185,0.26568129658699,-3.90000009536743,0.12438440322876,4.26708316802979,13.4509696960449,0.346458911895752
708287,68598,8.39999961853027,1971,9265,1,0,0,82,46.4000015258789,0,15264.8095703125,96.8505706787109,42.4784507751465,1050,2.78276991844177,13.4706001281738,7.58629608154297,9.13399887084961,6.95654487609863,9.63330554962158,11.1360197067261,3.83730006217957,4.5731692314148,,,,1.02344703674316,,,,,,,0.185245364904404
767933,58000,5.09999990463257,1870,13575,1,0,0,87,46.4000015258789,1,16550.279296875,75.5274200439453,40.3017196655274,1553.16003417969,2.43510794639587,13.5514602661133,7.53369379043579,9.51598453521729,7.34804677963257,9.7141580581665,10.9681997299194,3.83730006217957,4.32449579238892,-0.167820900678635,0.0808525010943413,-0.248673394322395,0.889991223812103,-0.1334557980299,0.391501396894455,-3.29999995231628,0.0808525010943413,4.5731692314148,-21.3231506347656,0.384584933519363
659903,51781,8.80000019073486,891,8379,1,0,0,82,169.199996948242,0,3900.13598632813,78.4675903320313,5.26595687866211,586.719970703125,1.3501980304718,13.3998498916626,6.79234504699707,9.03348445892334,6.37454700469971,8.26876640319824,10.8547801971436,5.13108205795288,4.36268615722656,,,,0.300251513719559,,,,,,,0.267584353685379
216145,19945,9.30000019073486,310,6569,1,0,0,82,27.3999996185303,0,7888.50390625,92.2760162353516,11.3138704299927,834.679992675781,1.43422198295593,12.2836999893188,5.73657178878784,8.79011726379395,6.72704792022705,8.9731616973877,9.90073394775391,3.31054306030273,4.52478504180908,,,,0.36062279343605,,,,,,,0.314449340105057
242765,20427,3.70000004768372,359,9395,1,0,0,87,27.3999996185303,1,8860.0361328125,84.1430969238281,13.1021900177002,1125.71997070313,1.47879600524902,12.3998498916626,5.88332176208496,9.14793300628662,7.02617788314819,9.08930587768555,9.9246129989624,3.31054306030273,4.43251895904541,0.02387909963727,0.116144202649593,-0.0922655984759331,0.391228497028351,0.0306056998670101,0.299129992723465,-5.59999990463257,0.116144202649593,4.52478504180908,-8.13291931152344,0.318420708179474
77166,5596,6.19999980926514,121,13054,1,0,0,87,21.8999996185303,1,3523.56201171875,72.5189819335938,5.52511405944824,791.640014648438,1.56804800033569,11.2537097930908,4.7957911491394,9.47684955596924,6.67410707473755,8.16722774505615,8.629807472229,3.08648705482483,4.28384780883789,-0.0198164004832506,-0.0441351011395454,0.0243181996047497,0.449831604957581,0.14857779443264,0.740429878234863,-0.700000286102295,-0.0441351011395454,4.25953006744385,1.74227094650269,0.405290991067886
517638,58972,7,1388,8555,1,0,0,82,106.800003051758,0,4846.7978515625,113.925201416016,12.9962501525879,894.340026855469,2.68141102790833,13.1570301055908,7.23561906814575,9.05427074432373,6.79608583450317,8.4860725402832,10.9848203659058,4.67095804214478,4.73554182052612,,,,0.986343026161194,,,,,,,0.571455001831055
509529,46184,6.19999980926514,1322,12490,1,0,0,87,106.800003051758,1,4770.87109375,90.6405715942383,12.3782796859741,1537.55004882813,2.59455299377441,13.1412401199341,7.1869010925293,9.43268394470215,7.33794498443604,8.4702844619751,10.7403898239136,4.67095804214478,4.50690221786499,-0.244429603219032,-0.0157890003174543,-0.228640094399452,0.95341432094574,-0.0329287014901638,0.54185962677002,-0.800000190734863,-0.0157890003174543,4.73554182052612,-23.2845993041992,0.785276114940643
138865,23512,9.10000038146973,439,5559,0,1,0,82,17.7999992370605,0,7801.40478515625,169.315505981445,24.6629199981689,747.359985351563,3.16134405136108,11.8412599563599,6.0844988822937,8.62317371368408,6.61654710769653,8.96205902099609,10.0652704238892,2.87919807434082,5.13176393508911,,,,1.15099704265594,,,,,,,0.113777048885822
138945,22854,2.40000009536743,494,8677,0,1,0,87,17.7999992370605,1,7805.89892578125,164.482406616211,27.7528095245361,1278.43994140625,3.55536389350891,11.8418302536011,6.20253610610962,9.06843090057373,7.15339612960815,8.9626350402832,10.0368795394897,2.87919807434082,5.10280323028565,-0.0283851996064186,0.000576000020373613,-0.0289606992155314,1.26845705509186,0.11746010184288,0.536849021911621,-6.69999980926514,0.000576000020373613,5.13176393508911,-4.83315992355347,0.953939616680145
100428,8511,5.5,209,13213,0,0,1,87,24.2000007629395,1,4149.9169921875,84.7472763061523,8.63636302947998,952,2.08109307289124,11.5172004699707,5.34233379364014,9.48895645141602,6.85856485366821,8.33084392547607,9.04911518096924,3.18635296821594,4.43967390060425,0.166307404637337,0.055680301040411,0.110626697540283,0.732893228530884,0.0936973989009857,0.394677609205246,-0.400000095367432,0.055680301040411,4.32904720306397,8.87533569335938,0.91671085357666
127198,13122,7,290,8727,0,0,1,82,25.2999992370606,0,5027.5888671875,103.162002563477,11.4624500274658,880.460021972656,2.27991008758545,11.7534999847412,5.6698808670044,9.07417678833008,6.78044509887695,8.52269554138184,9.48204517364502,3.23080396652222,4.63630104064941,,,,0.824136018753052,,,,,,,0.187202453613281
124515,13188,4.59999990463257,284,13350,0,0,1,87,25.2999992370606,1,4921.5419921875,105.914901733398,11.2252998352051,1312.27001953125,2.28084993362427,11.7321796417236,5.64897394180298,9.49927139282227,7.17951393127441,8.50137710571289,9.48706245422363,3.23080396652222,4.66263580322266,0.00501730013638735,-0.0213184002786875,0.0263356994837523,0.824548125267029,0.000411999993957579,0.399069309234619,-2.40000009536743,-0.0213184002786875,4.63630104064941,2.75295305252075,0.623122751712799
365506,52901,12.3000001907349,979,6084,0,0,1,82,34.2999992370606,0,10656.150390625,144.733596801758,28.5422706604004,714,2.67847895622253,12.8090400695801,6.88653182983398,8.71341800689697,6.57088279724121,9.27389240264893,10.8761796951294,3.53514504432678,4.97489500045776,,,,0.985248982906342,,,,,,,0.85948646068573
385089,58791,5.80000019073486,1043,8904,0,0,1,87,34.2999992370606,1,11227.080078125,152.668594360352,30.4081592559814,1371.07995605469,2.70846509933472,12.8612298965454,6.94985580444336,9.0942554473877,7.22335386276245,9.32608413696289,10.9817399978638,3.53514504432678,5.02826976776123,0.105566002428532,0.0521917007863522,0.0533748008310795,0.996381998062134,0.011133000254631,0.652471125125885,-6.5,0.0521917007863522,4.97489500045776,7.93499803543091,0.457909375429153
56168,6533,5.30000019073486,149,10204,0,0,1,82,20.7999992370605,0,2700.38500976563,116.311798095703,7.16346216201782,1048.10998535156,2.65275597572327,10.9361000061035,5.00394582748413,9.23053646087646,6.9547438621521,7.90115022659302,8.7846212387085,3.03495311737061,4.75627422332764,,,,0.975599110126495,,,,,,,0.604803144931793
68730,11648,4.59999990463257,181,14474,0,0,1,87,20.7999992370605,1,3304.32690429688,169.474700927734,8.70192337036133,1352.56005859375,2.63349294662476,11.1379404067993,5.19849681854248,9.58010959625244,7.20975399017334,8.10298824310303,9.36289024353027,3.03495311737061,5.13270378112793,0.578269004821777,0.201838493347168,0.376429587602615,0.968311309814453,-0.00728789996355772,0.255010604858398,-0.700000286102295,0.201838493347168,4.75627422332764,53.1629600524902,0.772761762142181
254253,19563,7.59999990463257,401,6966,0,0,1,82,55.9000015258789,0,4548.35400390625,76.9430465698242,7.17352390289307,660.150024414063,1.5771689414978,12.4460802078247,5.99396085739136,8.84879684448242,6.49246692657471,8.42252063751221,9.88139533996582,4.02356386184692,4.34306478500366,,,,0.455631613731384,,,,,,,0.622438907623291
246548,26500,5.5,486,11109,0,0,1,87,55.9000015258789,1,4410.51904296875,107.484100341797,8.69409656524658,953.090026855469,1.97121894359589,12.4153099060059,6.18620920181274,9.31551074981689,6.85970878601074,8.39174747467041,10.1849002838135,4.02356386184692,4.67734289169312,0.303504914045334,-0.0307732000946999,0.334278106689453,0.678651928901672,0.223020300269127,0.367242306470871,-2.09999990463257,-0.0307732000946999,4.34306478500366,30.5410900115967,0.455375343561173
292551,38532,8.5,660,6441,0,0,1,82,104.199996948242,0,2807.59106445313,131.710403442383,6.3339729309082,777.200012207031,2.25601696968079,12.586389541626,6.4922399520874,8.77043914794922,6.6556978225708,7.94008207321167,10.5592403411865,4.64631223678589,4.88060522079468,,,,0.813600778579712,,,,,,,0.437890231609345
285856,49350,5.5,716,9902,0,0,1,87,104.199996948242,1,2743.34008789063,172.639404296875,6.87140083312988,1234.36999511719,2.50475788116455,12.5632400512695,6.57367992401123,9.2004919052124,7.11831617355347,7.91693115234375,10.8066902160645,4.64631223678589,5.15120506286621,0.247448906302452,-0.0231503993272781,0.270599812269211,0.918192028999329,0.104591101408005,0.462618410587311,-3,-0.0231509003788233,4.88060522079468,40.9290008544922,0.589162826538086
441103,56964,8.89999961853027,1340,6539,0,0,1,82,131.199996948242,0,3362.06591796875,129.139892578125,10.2134199142456,768.340026855469,3.03783893585205,12.9970302581787,7.20042514801025,8.7855396270752,6.64423179626465,8.12031078338623,10.9501695632935,4.87672281265259,4.86089611053467,,,,1.11114597320557,,,,,,,0.51953935623169
429953,66891,5,1346,10341,0,0,1,87,131.199996948242,1,3277.0810546875,155.577499389648,10.2591495513916,910.799987792969,3.13057494163513,12.9714298248291,7.20489311218262,9.24387168884277,6.81432294845581,8.09470844268799,11.1108198165894,4.87672281265259,5.04714393615723,0.160645499825478,-0.025603299960494,0.186247795820236,1.14121699333191,0.0300702005624771,0.170091196894646,-3.90000009536743,-0.0256022997200489,4.86089611053467,26.4375801086426,0.35698077082634
462657,34736,10.3999996185303,937,7585,0,0,0,82,352,0,1314.36596679688,75.0793762207031,2.66193199157715,582.559997558594,2.02525901794434,13.0447397232056,6.84268283843994,8.93392753601074,6.36743211746216,7.18110990524292,10.455530166626,5.86363077163696,4.31854581832886,,,,0.705697417259216,,,,,,,0.195292890071869
478693,30358,6.09999990463257,976,10836,0,0,0,87,352,1,1359.92297363281,63.4185104370117,2.77272701263428,660.299987792969,2.03888511657715,13.0788097381592,6.88346195220947,9.29062938690186,6.49269390106201,7.21518421173096,10.3208198547363,5.86363077163696,4.14975595474243,-0.134717002511024,0.0340728983283043,-0.168789893388748,0.712403118610382,0.00670580007135868,0.125262305140495,-4.30000019073486,0.0340737998485565,4.31854581832886,-11.6608695983887,0.76256537437439
300404,22734,10.8999996185303,682,6281,0,0,1,82,61.0999984741211,0,4916.59619140625,75.678092956543,11.1620302200317,787.440002441406,2.27027606964111,12.6128797531128,6.5250301361084,8.74528408050537,6.66878700256348,8.5003719329834,10.0316200256348,4.11251211166382,4.32648801803589,,,,0.819901525974274,,,,,,,0.256542533636093
286516,19438,6.59999990463257,651,9129,0,0,1,87,61.0999984741211,1,4689.2958984375,67.842643737793,10.6546602249146,984.960021972656,2.27212500572205,12.5655498504639,6.47850894927979,9.11921119689941,6.89260101318359,8.45303821563721,9.87498474121094,4.11251211166382,4.21719121932983,-0.156632393598557,-0.0473336987197399,-0.109297797083855,0.820715308189392,0.000813800026662648,0.223813995718956,-4.30000019073486,-0.0473336987197399,4.32648801803589,-7.83544921875,0.371857345104218
579338,49483,9.19999980926514,1355,6463,0,0,1,82,199.399993896484,0,2905.40600585938,85.4130096435547,6.79538583755493,702.960021972656,2.33887600898743,13.2696399688721,7.21155691146851,8.77384853363037,6.55530023574829,7.97432899475098,10.8093795776367,5.29531288146973,4.44749784469605,,,,0.849670708179474,,,,,,,0.356599926948547
549536,51001,10.3999996185303,1333,8975,0,0,1,87,199.399993896484,1,2755.94799804688,92.8073883056641,6.68505477905273,1044.47998046875,2.42568302154541,13.2168302536011,7.19518709182739,9.10219860076904,6.95127391815186,7.92151689529419,10.839599609375,5.29531288146973,4.53052616119385,0.0302162002772093,-0.0528116002678871,0.0830278024077416,0.886112987995148,0.0364422984421253,0.395974189043045,1.20000004768372,-0.0528116002678871,4.44749784469605,7.39437913894653,0.584935486316681
1091523,138411,8.39999961853027,5042,8852,0,0,0,87,135.600006103516,1,8049.5791015625,126.805397033691,37.1828918457031,1718.02001953125,4.61923408508301,13.9030799865723,8.52555847167969,9.08839893341064,7.4489278793335,8.99337482452393,11.8379802703857,4.90970897674561,4.84265422821045,-0.0999613031744957,-0.0795221030712128,-0.02043960057199,1.530228972435,0.288291186094284,0.146754696965218,-11.8999996185303,-0.0795221030712128,4.86309289932251,-2.61853790283203,0.431420236825943
376704,37259,6.5,690,7940,0,0,0,82,55.0999984741211,0,6836.73291015625,98.9078979492188,12.5226898193359,668.099975585938,1.83167695999146,12.8392200469971,6.53669214248657,8.97966861724854,6.5044379234314,8.83006572723389,10.5256500244141,4.00915002822876,4.59418916702271,,,,0.605231881141663,,,,,,,0.598028957843781
359371,45356,5,729,12302,0,0,0,87,55.0999984741211,1,6522.16015625,126.209396362305,13.230489730835,1024.31994628906,2.0285439491272,12.7921104431152,6.59167385101318,9.41751670837402,6.93178415298462,8.78296089172363,10.7222995758057,4.00915002822876,4.8379430770874,0.196648597717285,-0.0471047982573509,0.243753403425217,0.707318484783173,0.10208660364151,0.4273461997509,-1.5,-0.0471047982573509,4.59418916702271,27.3015098571777,0.597767651081085
273187,24413,6.80000019073486,482,7694,0,0,0,82,52.9000015258789,0,5164.21484375,89.3636932373047,9.11153125762939,655.179870605469,1.76435899734497,12.5179100036621,6.17794418334961,8.94819641113281,6.4849100112915,8.5495080947876,10.1028699874878,3.96840310096741,4.49271392822266,,,,0.56778758764267,,,,,,,0.432229399681091
451397,45503,10.3999996185303,1145,7480,0,0,0,82,316.399993896484,0,1426.666015625,100.804801940918,3.6188371181488,1054.17004394531,2.53657007217407,13.0200996398926,7.04315996170044,8.91998767852783,6.96050882339478,7.26309490203857,10.7255296707153,5.7570071220398,4.61318588256836,,,,0.93081271648407,,,,,,,0.623550713062286
444382,52777,6,1113,11153,0,0,0,87,316.399993896484,1,1404.49401855469,118.76490020752,3.5176990032196,1346.28002929688,2.50460195541382,13.0044403076172,7.0148138999939,9.3194637298584,7.20510101318359,7.24743318557739,10.8738298416138,5.7570071220398,4.77714586257935,0.148297294974327,-0.0156622007489204,0.163959994912148,0.918129801750183,-0.0126828998327255,0.244591698050499,-4.40000009536743,-0.0156626999378204,4.61318588256836,17.9601097106934,0.973216652870178
334414,36172,15.3999996185303,1166,4525,0,1,0,82,24.1000003814697,0,13876.099609375,108.165298461914,48.3817405700684,1139.31994628906,3.48669600486755,12.7201299667358,7.06133413314819,8.41737270355225,7.03818702697754,9.53792285919189,10.4960403442383,3.18221211433411,4.68366098403931,,,,1.2489550113678,,,,,,,0.311801642179489
318402,40185,4.40000009536743,1081,6494,0,1,0,87,24.1000003814697,1,13211.7001953125,126.208396911621,44.8547706604004,1295.84997558594,3.3950788974762,12.671070098877,6.98564195632935,8.7786340713501,7.16692209243774,9.48885822296143,10.6012496948242,3.18221211433411,4.8379340171814,0.105208396911621,-0.0490645989775658,0.154273495078087,1.22232699394226,-0.0266274996101856,0.128735095262527,-11,-0.0490645989775658,4.68366098403931,18.0430507659912,0.960602283477783
360493,28592,16.8999996185303,1034,5929,0,1,0,82,41.7999992370606,0,8624.234375,79.313606262207,24.7368392944336,749.440002441406,2.86829400062561,12.7952299118042,6.94118976593018,8.6876106262207,6.61932611465454,9.062331199646,10.2608804702759,3.73289608955383,4.37341022491455,,,,1.05371701717377,,,,,,,0.893997192382813
325787,25053,7.69999980926514,970,8840,0,1,0,87,41.7999992370606,1,7793.9482421875,76.8999404907227,23.2057399749756,979.799987792969,2.97740602493286,12.6940002441406,6.87729597091675,9.0870418548584,6.88734912872315,8.96110153198242,10.1287498474121,3.73289608955383,4.34250497817993,-0.13213349878788,-0.101228699088097,-0.0309047996997833,1.09105205535889,0.0373347997665405,0.268022507429123,-9.19999980926514,-0.101228699088097,4.37341022491455,-2.41366600990295,0.489892363548279
71965,5276,14.8999996185303,160,6443,0,1,0,82,13,0,5535.76904296875,73.3134231567383,12.307689666748,556.799987792969,2.2233030796051,11.1839399337769,5.07517385482788,8.77074909210205,6.32220602035523,8.61898612976074,8.57092380523682,2.56494903564453,4.29474401473999,,,,0.79899388551712,,,,,,,0.911163866519928
64742,4124,7.69999980926514,138,9333,0,1,0,87,13,1,4980.15380859375,63.6989898681641,10.6153898239136,731.640014648438,2.13153696060181,11.0781698226929,4.92725419998169,9.14131164550781,6.59528923034668,8.51321601867676,8.3245792388916,2.56494903564453,4.1541690826416,-0.246344596147537,-0.105770103633404,-0.140574902296066,0.756843507289887,-0.0421504005789757,0.273082703351975,-7.19999980926514,-0.105770103633404,4.29474401473999,-9.61442184448242,0.441788583993912
243640,26821,10.1000003814697,603,6492,0,1,0,82,34.2000007629395,0,7123.97705078125,110.084503173828,17.6315803527832,842.239990234375,2.47496294975281,12.403450012207,6.40191698074341,8.7783260345459,6.73606491088867,8.8712215423584,10.1969404220581,3.53222608566284,4.70124912261963,,,,0.906225383281708,,,,,,,0.523046612739563
236672,23187,5.09999990463257,601,9967,0,1,0,87,34.2000007629395,1,6920.23388671875,97.9710311889649,17.5730991363525,1045.83996582031,2.53937888145447,12.3744297027588,6.39859485626221,9.20703506469727,6.95257616043091,8.84220504760742,10.0513496398926,3.53222608566284,4.58467197418213,-0.145593598484993,-0.029016500338912,-0.116576701402664,0.931919693946838,0.0256942994892597,0.216510802507401,-5,-0.029016500338912,4.70124912261963,-12.1135196685791,0.855852782726288
383975,33684,13.1999998092651,991,6875,0,0,0,82,78,0,4922.755859375,87.7244567871094,12.7051296234131,966.240112304687,2.58089709281921,12.8583297729492,6.89871501922607,8.8356466293335,6.87341213226318,8.50162410736084,10.4247798919678,4.35670900344849,4.47420120239258,,,,0.948136985301971,,,,,,,0.311540246009827
371585,27197,5.90000009536743,886,10247,0,0,0,87,78,1,4763.91015625,73.1918563842774,11.3589696884155,1226.71997070313,2.38438010215759,12.8255300521851,6.7867169380188,9.23474025726318,7.11209917068481,8.46882438659668,10.2108602523804,4.35670900344849,4.29308414459229,-0.213915795087814,-0.0327996984124184,-0.181116595864296,0.868939280509949,-0.0791978016495705,0.238686993718147,-7.30000019073486,-0.0327996984124184,4.47420120239258,-14.532600402832,0.421377718448639
573944,54925,15.6999998092651,1947,5770,0,0,0,82,79,0,7265.11376953125,95.6974868774414,24.6455707550049,1231.90002441406,3.39231705665588,13.260290145874,7.57404518127441,8.66042709350586,7.11631298065186,8.89083957672119,10.9137201309204,4.36944818496704,4.56119203567505,,,,1.22151303291321,,,,,,,0.306532919406891
548171,45408,7.30000019073486,1717,8018,0,0,0,87,79,1,6938.8740234375,82.8354568481445,21.7341804504395,1742.16003417969,3.1322340965271,13.2143402099609,7.44833421707153,8.98944473266602,7.46288108825684,8.84489440917969,10.7234401702881,4.36944818496704,4.41685581207275,-0.190280005335808,-0.0459452010691166,-0.144335702061653,1.14174699783325,-0.0797664970159531,0.34656810760498,-8.39999961853027,-0.0459452010691166,4.56119203567505,-12.8620300292969,0.532611012458801
567800,51941,4.80000019073486,1281,9909,0,0,0,87,186.800003051758,1,3039.61499023438,91.4776306152344,6.8576021194458,1054.31005859375,2.2560760974884,13.2495203018188,7.15539598464966,9.20119857788086,6.96064186096191,8.01948642730713,10.8578596115112,5.23003911972046,4.51609516143799,0.0524682998657227,0.00728229992091656,0.0451860018074513,0.813627123832703,0.0447917990386486,0.282450705766678,-5.19999980926514,0.00728320004418492,4.47090911865234,4.04149580001831,0.419097095727921
193757,24477,17,468,5771,0,0,0,82,54.4000015258789,0,3561.708984375,126.328300476074,8.60294055938721,870.159973144531,2.41539692878723,12.1743602752686,6.14846801757813,8.66060066223145,6.76867723464966,8.1779956817627,10.105489730835,3.9963641166687,4.83888387680054,,,,0.881863474845886,,,,,,,0.800617396831513
425093,38195,4.69999980926514,767,7991,0,0,1,82,604,0,703.79638671875,89.8509216308594,1.26986801624298,570,1.8043110370636,12.9600601196289,6.64248704910278,8.98607158660889,6.34563589096069,6.55648899078369,10.5504598617554,6.40357398986816,4.4981517791748,,,,0.590178787708283,,,,,,,0.938522577285767
441408,56057,6.40000009536743,767,11527,0,0,1,87,604,1,730.807922363281,126.995903015137,1.26986801624298,671.559997558594,1.73762094974518,12.9977197647095,6.64248704910278,9.35244846343994,6.50960397720337,6.59415102005005,10.9341201782227,6.40357398986816,4.84415483474731,0.383664101362228,0.0376616008579731,0.346003085374832,0.552517175674439,-0.0376617014408112,0.163967102766037,1.70000004768372,0.0376616008579731,4.4981517791748,37.1449699401856,0.83438116312027
369769,48092,10.6999998092651,699,8092,1,0,0,82,113.900001525879,0,3246.43603515625,130.059600830078,6.13696193695068,854.219970703125,1.89036905765533,12.8206300735474,6.54965114593506,8.99863052368164,6.75018882751465,8.08531284332275,10.7808704376221,4.73532104492188,4.86799287796021,,,,0.636772274971008,,,,,,,0.58374035358429
390845,64802,4.90000009536743,769,10770,1,0,0,87,113.900001525879,1,3431.47509765625,165.799697875977,6.75153589248657,1242.68005371094,1.96753203868866,12.876070022583,6.64509105682373,9.28452014923096,7.1250262260437,8.14074516296387,11.0790901184082,4.73532104492188,5.11078119277954,0.298220604658127,0.0554323010146618,0.242787793278694,0.676779925823212,0.0400076992809773,0.374836891889572,-5.80000019073486,0.0554323010146618,4.86799287796021,35.740161895752,0.404336750507355
425814,29913,10.1999998092651,1278,6845,0,1,0,82,55.4000015258789,0,7686.1728515625,70.2489929199219,23.0685901641846,815.039978027344,3.00131011009216,12.9617595672607,7.15305185317993,8.83127403259277,6.70323705673218,8.94717788696289,10.3060503005981,4.01457977294922,4.25204610824585,,,,1.09904897212982,,,,,,,0.657106339931488
659720,63824,10.1999998092651,1231,9362,0,0,1,87,264.100006103516,1,2497.99291992188,96.7440719604492,4.66111278533936,815.099975585938,1.86594295501709,13.3995704650879,7.11558198928833,9.14441394805908,6.7033109664917,7.82324314117432,11.0638799667358,5.57632780075073,4.57206916809082,0.132010504603386,-0.000292799988528714,0.132303193211555,0.623766601085663,0.0257977992296219,0.0861219987273216,-0.199999794363976,-0.000292300013825297,4.43976593017578,11.9889602661133,0.555270493030548
